AREA,PERIMETER,ECO_US_,ECO_US_ID,ECOCODE,DOMAIN,DIVISION,PROVINCE,SECTION
851024,4376.945,831,947,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
24391212,34851.059,832,948,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
403000000,1259453,833,26,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
463279.71,2897.725,834,949,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
2148664.7,7122.462,835,950,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
254115.43,2073.375,836,951,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
179603.39,1862.528,837,952,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
659810.12,3393.337,838,953,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
473868544,183723.95,839,954,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
149992112,73218.898,840,955,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1276994.3,5379.429,841,956,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
86325960,49454.773,842,957,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1382392.5,5199.914,843,958,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
2115720.2,8620.299,844,959,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
34030336,25071.799,845,960,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
25595988,38754.254,846,961,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1488950.3,5767.62,847,962,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
600751552,196804.62,848,26,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1046437.8,4837.924,849,963,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1601649.8,5562.957,850,964,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
461108.84,2531.695,851,965,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
373610.15,2567.342,852,966,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1025428.1,4216.557,853,967,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
351589.25,2422.156,854,968,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
2948719.7,7793.917,855,969,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
862779.75,3856.524,856,970,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
612731,4403.208,857,971,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
136142.85,1592.79,858,972,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
4176516.5,9872.893,859,973,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
312203.03,2382.251,860,974,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
731749.68,4022.128,861,975,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
460944.31,2787.52,862,976,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
2692716.2,9707.71,863,977,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1149965.5,4946.064,864,978,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1351888.7,4449.747,865,979,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
573763.81,3183.677,866,980,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
805349.5,3873.859,867,981,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
188528.12,1728.458,868,982,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
288739.09,2280.732,869,983,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
587872.75,3206.714,870,984,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1013083.1,4292.833,871,985,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1162426.7,5186.206,872,986,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
7216642.5,15367.623,873,987,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
446909.28,2916.482,874,988,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
773932.37,3766.165,875,989,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
455622.37,2569.217,876,990,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
3482234.5,9657.021,877,991,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
466018.53,3107.467,878,992,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
3136378.5,8549.828,879,993,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
516188.53,2976.547,880,994,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
340521.81,2566.087,881,995,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
2466648.2,6694.572,882,996,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
275064.18,2038.205,883,997,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
377314.53,2680.493,884,998,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
974836.62,4241.125,885,999,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1022621.8,4929.158,886,1000,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
2152286,7001.473,887,1001,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
323638.31,2200.148,888,1002,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
3020233,11055.487,889,1003,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
93027904,47647.594,890,1004,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
2087634.2,8209.875,891,1005,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
4228336.5,10060.152,892,1006,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
929548.25,3878.129,893,1007,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
628752064,199102.25,894,27,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
913978.5,4515.97,895,1008,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
4158512.2,10891.606,896,1009,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
335028.18,2282.065,897,1010,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
20293950,29227.824,898,1011,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1210498.6,5192.391,899,1012,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
354428.56,2532.648,900,1013,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
465816.28,3304.952,901,1014,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
934660.18,5291.722,902,1015,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1485870.2,7214.402,903,1016,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1574252.1,6947.655,904,1017,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
277000000,544216.68,905,27,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
8613499,23599.256,906,1018,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
604555.62,3395.172,907,1019,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
2330557.2,7692.179,908,1020,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1657695.2,5904.138,909,1021,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
905364.25,4423.151,910,1022,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
731963.87,3899.53,911,1023,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
316915.37,2602.152,912,1024,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1767525.1,7387.425,913,1025,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1033415.3,6040.609,914,1026,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
558565.5,3372.92,915,1027,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
3767014,13461.577,916,1028,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
2802672,7627.034,917,1029,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
387797.46,2372.052,918,1030,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
116780.27,1380.164,919,1031,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
884923.5,4143.168,920,1032,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1376662.5,6111.41,921,1033,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
261953.54,2240.703,922,1034,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
677580.93,3362.314,923,1035,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
776666.75,4486.871,924,1036,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
2481370.7,10572.193,925,1037,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
5748533.5,13138.217,926,1038,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
164751072,91386.523,927,1039,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
383999.81,2485.847,928,1040,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
630322.37,4127.271,929,1041,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
210668.04,1930.422,930,1042,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
178397.56,1708.825,931,1043,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
341571.12,2460.971,932,1044,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
2322592,9576.852,933,1045,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
359468.31,2951.177,934,1046,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
707626.56,3728.441,935,1047,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
488181.56,2711.431,936,1048,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
287780.68,2418.6,937,1049,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
382551.84,2644.991,938,1050,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
333978.71,2434.794,939,1051,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
270850.31,2745.188,940,1052,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
694523,3823.568,941,1053,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
542025920,142458.23,942,1054,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
194035,1807.071,943,1055,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
529024.12,3200.453,944,1056,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
716733.68,3720.411,945,1057,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
760261.56,3752.737,946,1058,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
724021.12,4126.354,947,1059,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
363344.06,2720.672,948,1060,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
270979.75,1997.855,949,1061,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
